id,diet_type,protein,carbs,fat
,mediterranean,9.06,37.93,12.41
,mediterranean,51.04,6.25,73.12
,mediterranean,41.67,93.7,180.27
,mediterranean,161.01,274.42,112.24
,mediterranean,191.18,10.24,100.86
,mediterranean,41.65,155,45.03
,mediterranean,232.85,12.17,109.03
,mediterranean,86.03,7.97,41.09
,mediterranean,4.17,19.13,31.41
,mediterranean,53.64,116.58,86.54
,mediterranean,112.64,170.45,120.89
,mediterranean,229.82,173.49,126.51
,mediterranean,19.37,110.72,34.91
,mediterranean,4.65,26.18,65.66
,mediterranean,13.65,53.95,52.21
,mediterranean,131.97,287.93,137.53
,mediterranean,127.55,186.18,174.71
,mediterranean,27.82,123.41,29.41
,mediterranean,43.17,200.43,47.99
,mediterranean,141.06,489.45,157.84
,mediterranean,52.9,241.17,48.61
,mediterranean,12.17,32.61,20.58
,mediterranean,12.78,82.05,56.22
,mediterranean,68.3,273.88,116.05
,mediterranean,35.72,179.17,101.63
,mediterranean,45.45,82.17,69.35
,mediterranean,220.05,183.93,310.21
,mediterranean,54.53,142.01,103.18
,mediterranean,68.13,254.19,129.64
,mediterranean,27.21,97.8,57.11
,mediterranean,171.72,219.81,97.27
,mediterranean,24.04,47.78,21.2
,mediterranean,45.76,236,82.43
,mediterranean,272.1,60.5,320.08
,mediterranean,144.51,400.54,85.45
,mediterranean,16.14,28.33,141.54
,mediterranean,15.81,25.62,141.62
,mediterranean,31.71,94.69,73.45
,mediterranean,23.12,44.4,65.52
,mediterranean,134.27,280.41,221.68
,mediterranean,11.57,85.65,60.96
,mediterranean,69.61,78.68,42.98
,mediterranean,136.78,107.33,143.7
,mediterranean,73.2,47.64,37.72
,mediterranean,98.78,301.25,97.85
,mediterranean,39.77,129.64,29.29
,mediterranean,43.66,211.49,56.75
,mediterranean,54.17,137.29,45.75
,mediterranean,30.22,84.53,55.66
,mediterranean,17.98,10.07,22.23
,mediterranean,44.68,194.48,112.39
,mediterranean,13.74,50.03,25.29
,mediterranean,42.58,139.2,66.84
,mediterranean,46.08,146.28,62.87
,mediterranean,49.79,179.8,34.41
,mediterranean,57.45,5.76,43.23
,mediterranean,44.15,108.14,152.42
,mediterranean,143.8,18.11,161.24
,mediterranean,44.45,28.54,32.95
,mediterranean,120.32,75.73,89.26
,mediterranean,78.1,205.28,66.05
,mediterranean,42.93,79.02,85.72
,mediterranean,30.23,224.46,63.87
,mediterranean,42.67,220.74,39.53
,mediterranean,98.41,386.62,115.44
,mediterranean,171.37,266.83,201.51
,mediterranean,26.15,70.08,55.19
,mediterranean,134.36,151.1,92.61
,mediterranean,26.05,117.15,65.08
,mediterranean,103.18,225.17,110.42
,mediterranean,74.18,23.64,41.91
,mediterranean,54.04,131.34,40.92
,mediterranean,49.36,11.93,6.35
,mediterranean,109.58,40.75,44.44
,mediterranean,28.78,70.29,33.78
,mediterranean,45.15,114.29,9.79
,mediterranean,167.18,25.15,52.99
,mediterranean,52.11,164.2,132.85
,mediterranean,60.98,119.92,90.42
,mediterranean,23.21,18.59,92.69
,mediterranean,130,17.89,28.89
,mediterranean,77.27,17.59,51.56
,mediterranean,84.62,656.75,133.62
,mediterranean,45.45,82.17,69.35
,mediterranean,94.14,50.34,15.1
,mediterranean,20.52,60.14,24.79
,mediterranean,93.42,234.27,27
,mediterranean,46.67,190.01,22.49
,mediterranean,151.81,210.45,101.45
,mediterranean,127.37,29.93,68.81
,mediterranean,17.15,86.23,32.71
,mediterranean,33.99,131.08,29.47
,mediterranean,102.72,23.97,53.77
,mediterranean,55.71,240.03,247.16
,mediterranean,1.71,13.79,55
,mediterranean,125.54,130.24,35.93
,mediterranean,81.25,202.44,55.02
,mediterranean,35.58,137.71,52.42
,mediterranean,40.33,86.13,97.19
,mediterranean,42.01,39.21,164.32
,mediterranean,4.25,26.14,56.76
,mediterranean,157.78,366.84,513.94
,mediterranean,20.93,56.59,44.63
,mediterranean,98.45,287.54,127.43
,mediterranean,52.13,142.15,53.65
,mediterranean,54.64,29.97,84.16
,mediterranean,69.35,269.75,55.58
,mediterranean,216.92,699.93,171.56
,mediterranean,135.14,57.15,208.01
,mediterranean,130.29,669.57,27.17
,mediterranean,4.17,19.13,31.41
,mediterranean,27.65,69.18,64.67
,mediterranean,78.17,338.55,51.33
,mediterranean,99.42,287.03,81.28
,mediterranean,42.82,186.66,112.92
,mediterranean,66.87,236.67,25.59
,mediterranean,29.19,178.41,51.61
,mediterranean,24.69,72.29,104.29
,mediterranean,30.3,98.92,60.28
,mediterranean,48.32,6,44.4
,mediterranean,234.6,526.92,216.68
,mediterranean,106.31,126.39,55.61
,mediterranean,83.38,214.44,56.91
,mediterranean,64.66,287.97,70.56
,mediterranean,190.26,202.28,98.83
,mediterranean,130.73,12.48,33.59
,mediterranean,24.04,176.53,83.77
,mediterranean,38.29,32.83,50.66
,mediterranean,42.19,232.08,74.11
,mediterranean,56.91,64.23,217.7
,mediterranean,31.51,63.05,88.72
,mediterranean,47.42,153.25,146.6
,mediterranean,86.94,17.12,97.85
,mediterranean,112.21,199.81,121.64
,mediterranean,76.68,104.36,49.95
,mediterranean,52.19,286.24,77.77
,mediterranean,122.02,292.21,123.83
,mediterranean,74.7,256.95,142.49
,mediterranean,17.06,48.92,39.44
,mediterranean,43.86,127.06,33.68
,mediterranean,6.84,30.44,12.97
,mediterranean,370.85,86.18,160.17
,mediterranean,20.33,164.14,55.36
,mediterranean,76.28,24.09,48.76
,mediterranean,38.39,113.01,40.4
,mediterranean,96.39,126.2,90.21
,mediterranean,120.5,94.66,126
,mediterranean,207.97,77.55,52.58
,mediterranean,100.07,36.49,52.77
,mediterranean,80.75,244.13,68.82
,mediterranean,25.25,15.49,80.5
,mediterranean,32.81,191.19,45.05
,mediterranean,15.46,41.16,55.98
,mediterranean,62.45,53.28,75.4
,mediterranean,41.47,81.91,45.07
,mediterranean,23.25,72.91,8.86
,mediterranean,74.04,250.85,236.13
,mediterranean,163.5,37.93,100.69
,mediterranean,18.89,27.15,37.67
,mediterranean,145.21,124.45,38.28
,mediterranean,74.67,82.62,151.94
,mediterranean,17.62,88.33,32.77
,mediterranean,63.35,234.24,79.27
,mediterranean,67,39.79,50.55
,mediterranean,103.28,5.78,84.19
,mediterranean,56.25,178.12,54.63
,mediterranean,100.48,6.75,91.45
,mediterranean,189.16,525.3,209.89
,mediterranean,12.24,9.38,23.7
,mediterranean,52.33,138.3,45.16
,mediterranean,97.52,240.29,96.66
,mediterranean,114.37,43.53,71.47
,mediterranean,60.72,219.69,105.97
,mediterranean,188.35,255.65,139.76
,mediterranean,79.51,28.19,61.12
,mediterranean,40.47,72.77,65.54
,mediterranean,5.61,27.4,28.19
,mediterranean,23.21,87.56,22.26
,mediterranean,49.3,170.85,66.13
,mediterranean,121.19,182.23,65.25
,mediterranean,73.14,123.49,68.58
,mediterranean,5.48,24.72,23.65
,mediterranean,102.08,279.38,265.32
,mediterranean,130.01,325.07,130.98
,mediterranean,58.35,50.85,60.53
,mediterranean,22.44,74.32,37.82
,mediterranean,242.28,653.67,38.43
,mediterranean,353.38,106.35,293.06
,mediterranean,214.74,22.19,155.9
,mediterranean,48.24,24.79,44.95
,mediterranean,33.75,147.86,66.38
,mediterranean,105.76,301.74,69.35
,mediterranean,18.12,34.75,12.27
,mediterranean,103.02,75.06,46.85
,mediterranean,20.6,51.31,7.77
,mediterranean,109.33,95.02,78.61
,mediterranean,122.99,103.28,369.35
,mediterranean,140.34,345.98,258.55
,mediterranean,44.48,220.77,62.48
,mediterranean,124.75,104.39,128.97
,mediterranean,224.93,67.17,271.27
,mediterranean,74.84,383.19,138.89
,mediterranean,26.28,132.87,72.74
,mediterranean,139.88,281.21,147.63
,mediterranean,87.83,144.25,40.02
,mediterranean,109.51,146.24,109.73
,mediterranean,37.22,5.64,59.98
,mediterranean,65.73,50,89.07
,mediterranean,151.49,92.26,50.03
,mediterranean,0.44,3.1,1.16
,mediterranean,59.4,175.16,88.37
,mediterranean,27.41,72.07,63.71
,mediterranean,152.48,343.16,257.39
,mediterranean,217.5,192.13,79.72
,mediterranean,9.76,135.61,28.19
,mediterranean,48.27,202.1,44.22
,mediterranean,193.03,49.31,139.65
,mediterranean,15.33,15.12,92.69
,mediterranean,69.04,17.28,51.6
,mediterranean,56.32,231.83,11.15
,mediterranean,98.41,386.62,115.44
,mediterranean,187.83,14.67,197.64
,mediterranean,132.14,300.03,100.99
,mediterranean,19.36,189.03,56.95
,mediterranean,4.03,21.76,0.84
,mediterranean,12.77,39.65,29.21
,mediterranean,27.53,257.47,9.55
,mediterranean,86.38,95.3,40.58
,mediterranean,19.36,34.69,100.56
,mediterranean,40.79,48.42,81.02
,mediterranean,35.48,181.53,21.6
,mediterranean,32.33,89.86,44.19
,mediterranean,150.88,434.7,133.59
,mediterranean,84.44,215.58,96.75
,mediterranean,71.54,236.41,77.58
,mediterranean,141.2,146.67,184.09
,mediterranean,32.05,147.24,37.25
,mediterranean,138.74,133.68,129.21
,mediterranean,42.1,172.33,30.48
,mediterranean,44.45,28.54,32.95
,mediterranean,36.01,136.89,28.95
,mediterranean,96.09,186.19,158.95
,mediterranean,59.07,354.42,83.53
,mediterranean,135.61,452.17,22.44
,mediterranean,164.19,40.57,135.96
,mediterranean,48.49,210.31,40.92
,mediterranean,71.99,324.78,195.05
,mediterranean,37.44,93.87,54.63
,mediterranean,43.98,84.11,53.6
,mediterranean,223.24,108.67,214.68
,mediterranean,35.5,137.02,52.39
,mediterranean,264.03,116.86,112.5
,mediterranean,88.45,159.05,41.17
,mediterranean,98.55,20.63,103.39
,mediterranean,365.34,489.82,232.64
,mediterranean,13.99,106.7,31.26
,mediterranean,119.84,91.82,172.78
,mediterranean,27.22,97.18,9.99
,mediterranean,24.84,52.46,198.55
,mediterranean,36.65,119.52,90.97
,mediterranean,97.35,155.86,52.33
,mediterranean,61.22,207,133.96
,mediterranean,97.71,29.56,33.95
,mediterranean,27.55,151.75,75.31
,mediterranean,98.21,362.25,126.16
,mediterranean,396.48,370.46,589.02
,mediterranean,83.63,96.73,105.44
,mediterranean,118,302.32,68.15
,mediterranean,154.81,64.44,131.11
,mediterranean,90.49,185.8,124.37
,mediterranean,55.43,15.4,115.03
,mediterranean,284.78,69.32,97.59
,mediterranean,139.66,40.31,79.24
,mediterranean,100.94,320.71,125.91
,mediterranean,12.89,46.06,8.4
,mediterranean,68.58,128.32,100.43
,mediterranean,50.44,159.69,71.5
,mediterranean,40.83,286.82,125.46
,mediterranean,251.35,38.08,124.93
,mediterranean,141.28,12.85,92.73
,mediterranean,87.39,44.94,36.23
,mediterranean,17.52,57.97,53.3
,mediterranean,79.89,78.38,9.03
,mediterranean,89.25,383.59,155.75
,mediterranean,29.4,57.93,33.6
,mediterranean,29.81,83.7,54.1
,mediterranean,136.69,462.72,44.88
,mediterranean,36,172.28,16.76
,mediterranean,126.34,39.98,77.67
,mediterranean,24.86,143.12,30.54
,mediterranean,163.61,444.26,73.31
,mediterranean,158.27,40.29,100.87
,mediterranean,55.08,154.39,92.82
,mediterranean,24.63,55.06,64.83
,mediterranean,135.14,57.15,208.01
,mediterranean,112.07,36.37,43.39
,mediterranean,140.19,229.04,88.4
,mediterranean,85.26,372.58,115.38
,mediterranean,19.89,74.99,37.22
,mediterranean,56.26,84.68,85.02
,mediterranean,18.66,147.52,107.98
,mediterranean,38.62,136.32,88.22
,mediterranean,40.07,137.12,41.06
,mediterranean,73.29,151.48,57
,mediterranean,155.19,27.48,86.89
,mediterranean,230.09,69.01,80.62
,mediterranean,238.41,392.19,34.03
,mediterranean,20.55,19.6,27.96
,mediterranean,30,119.71,66.82
,mediterranean,110.34,127.93,68.38
,mediterranean,56.57,239.05,89.2
,mediterranean,24.33,84.56,35.1
,mediterranean,92.45,53.77,27.72
,mediterranean,99.92,40.15,108.74
,mediterranean,7.15,32.31,10.82
,mediterranean,10.34,36.17,28.73
,mediterranean,24.63,55.06,64.83
,mediterranean,107.59,183.51,20.94
,mediterranean,71.68,93.69,116.02
,mediterranean,97.62,128.44,84.26
,mediterranean,9.3,18.75,28.35
,mediterranean,249.18,47.03,49.35
,mediterranean,39.45,79.5,29.97
,mediterranean,22.45,167.61,16.09
,mediterranean,155.19,27.48,86.89
,mediterranean,230.09,69.01,80.62
,mediterranean,238.41,392.19,34.03
,mediterranean,20.55,19.6,27.96
,mediterranean,30,119.71,66.82
,mediterranean,110.34,127.93,68.38
,mediterranean,56.57,239.05,89.2
,mediterranean,24.33,84.56,35.1
,mediterranean,92.45,53.77,27.72
,mediterranean,99.92,40.15,108.74
,mediterranean,7.15,32.31,10.82
,mediterranean,10.34,36.17,28.73
,mediterranean,24.63,55.06,64.83
,mediterranean,107.59,183.51,20.94
,mediterranean,71.68,93.69,116.02
,mediterranean,97.62,128.44,84.26
,mediterranean,9.3,18.75,28.35
,mediterranean,249.18,47.03,49.35
,mediterranean,39.45,79.5,29.97
,mediterranean,22.45,167.61,16.09
,dash,1.9,236.76,1.02
,dash,137.31,120.32,35.92
,dash,29.41,75.78,47.8
,dash,0.06,18.81,0.17
,dash,0.51,139.67,0
,dash,0.02,1.06,0
,dash,0.12,10.92,0.1
,dash,34.28,227.68,134.18
,dash,0.07,7.07,0.08
,dash,8.54,128.66,39.43
,dash,0.09,5.2,0.02
,dash,1,4.81,0.35
,dash,0.81,4.85,0.26
,dash,0.11,1.76,0.02
,dash,0.02,1.53,0.01
,dash,0.08,11.69,0.04
,dash,0,4.87,0
,dash,274.74,32.48,228.5
,dash,0.06,6.05,0.02
,dash,4.34,19.35,0.99
,dash,0.56,2.84,0.25
,dash,2.85,15.5,1.13
,dash,2.28,11.32,7.3
,dash,22.61,103.61,15.74
,dash,0.41,4.71,0.09
,dash,10.38,31.92,0.63
,dash,150.85,124.57,144.13
,dash,0.03,5.49,0
,dash,0.18,9.9,0.05
,dash,0.25,9.07,0.15
,dash,228.97,115.98,222.1
,dash,0.05,5.45,0.05
,dash,284.38,496.15,245.96
,dash,280.03,290.25,277.65
,dash,18.36,47.61,162.93
,dash,0.23,3.59,0.07
,dash,10.9,35.69,34.85
,dash,2.12,19.87,0.14
,dash,51.86,169.4,30.88
,dash,0.03,5.49,0
,dash,66.25,36.82,440.83
,dash,0.11,6.38,0.04
,dash,34.51,152.25,85.14
,dash,1.08,5.44,0.36
,dash,492.51,78.8,153.25
,dash,65.15,303.67,36.05
,dash,0,10.42,0
,dash,7.28,593.23,2.23
,dash,219.19,653.27,99.29
,dash,62.04,264.05,147.9
,dash,0.06,1.25,0.01
,dash,5.54,17.37,9.62
,dash,50.91,31.1,84.27
,dash,1.51,19.1,3.2
,dash,0.27,10.65,0.1
,dash,131.61,14.66,21.66
,dash,3.03,0.92,0.14
,dash,0.46,4.56,0.15
,dash,72.88,388.59,124.26
,dash,20.41,105.95,44.92
,dash,60.77,177.7,92.44
,dash,57.42,217.37,45.53
,dash,5.47,27.03,4.28
,dash,36.91,132.92,48.02
,dash,28.26,83.18,27.33
,dash,0.38,15.01,0.03
,dash,0,0.07,0
,dash,315.57,424.32,326.86
,dash,9.27,18.46,7.19
,dash,7.18,16.97,7.37
,dash,64.63,207.5,139.97
,dash,8.76,18.4,15.38
,dash,24.56,37.88,24.28
,dash,91.45,177.59,193.53
,dash,0.64,3.77,27.41
,dash,151.1,80.12,151.21
,dash,1.06,5.58,0.39
,dash,10.38,22.63,38.08
,dash,23.91,41.84,11.13
,dash,9.22,183.91,2.68
,dash,72.76,130.13,59.23
,dash,29.4,14.45,21.51
,dash,18.2,137.06,25.92
,dash,71.44,82.8,276.64
,dash,1.35,9.04,0.41
,dash,12.18,38.19,38.32
,dash,19.64,41.6,16.6
,dash,399.78,44.14,355.83
,dash,250.16,65.49,52.86
,dash,116.46,43.58,121.62
,dash,12.39,212.88,46.59
,dash,49.36,17.16,7.27
,dash,94.3,87.07,111.87
,dash,223.44,468.96,277.66
,dash,5.82,4.76,9.29
,dash,5.14,63.09,2.9
,dash,0.21,3.35,0.03
,dash,0.14,31.75,0.03
,dash,78.45,59.07,300.49
,dash,75.19,59.98,45.96
,dash,0,10.42,0
,dash,0.29,6.1,0.02
,dash,80.04,3.94,60.14
,dash,33.27,40.05,16.09
,dash,0.02,0.83,0
,dash,17.94,161.41,14.76
,dash,106.11,150.75,398.24
,dash,7.77,32.46,34.39
,dash,186.16,105.55,210.63
,dash,0.01,4.62,0.04
,dash,0.12,15.56,0.08
,dash,49.36,17.16,7.27
,dash,6.47,36.7,1.64
,dash,0.06,2.31,0
,dash,0.11,6.62,0
,dash,0.2,13.04,0.1
,dash,3.14,28.6,0.86
,dash,43.03,182.75,93.72
,dash,52.14,217.83,197.97
,dash,22.18,299.11,44.09
,dash,2.12,124.18,0.93
,dash,38.98,30.54,9.75
,dash,0.07,32.57,0.05
,dash,0.2,7.04,0.18
,dash,0.08,14.18,0.08
,dash,32.59,9.49,78.87
,dash,183.23,9.68,134.77
,dash,17.5,101.58,58.73
,dash,161.54,279.67,181.99
,dash,20.07,4.42,21.83
,dash,5.01,32.66,54.86
,dash,0.03,9.13,0.09
,dash,0.01,4.56,0.04
,dash,20.57,346.14,210.47
,dash,39.9,62.85,293.97
,dash,10.18,36.91,96.75
,dash,48.59,58.25,21.74
,dash,0,0.08,0
,dash,143.09,221.09,106.68
,dash,0.67,6.56,0.17
,dash,0.21,4.13,0.1
,dash,3.6,71.5,11.96
,dash,2.22,98.65,0.56
,dash,0.02,2.86,0.02
,dash,0.23,4.02,0.09
,dash,23.99,1.64,10.84
,dash,21.19,43.59,195.01
,dash,0.04,7.03,0.07
,dash,71.36,136.73,141.19
,dash,2,87.01,0.52
,dash,8.96,8.41,5.52
,dash,135.94,210.92,139.86
,dash,115.92,218.04,156.39
,dash,5.5,85.3,46.35
,dash,68.24,66.5,119.84
,dash,172.36,144.92,123.38
,dash,9.88,40.98,30.65
,dash,30.4,8.98,29.77
,dash,0.07,5.4,0.06
,dash,191.07,319.25,74.17
,dash,56.1,29.92,104.26
,dash,159.49,342.31,128.03
,dash,13.21,132.56,47.51
,dash,59.21,356,11.8
,dash,0.13,27.64,0.19
,dash,5.47,19.42,8.72
,dash,0.54,203.77,0.12
,dash,28.47,28.5,62.93
,dash,59.68,201.56,78.2
,dash,19.67,91.77,4.79
,dash,0.88,16.45,0.67
,dash,185.9,314.07,385.82
,dash,76.73,317.64,152.49
,dash,20.42,186.74,10.57
,dash,11.79,43.05,17.02
,dash,0.03,2.7,0.02
,dash,31.05,13.44,234.32
,dash,135.82,99.45,50.83
,dash,1.63,31.42,0.35
,dash,14.47,165.86,60.1
,dash,0.28,3.88,0.1
,dash,0.02,2.66,0.01
,dash,0.12,11.35,0.04
,dash,0.16,2.19,0.07
,dash,3.91,45.97,1.09
,dash,46.42,107.64,33.22
,dash,0.04,10.28,0.05
,dash,1.38,34.85,0.32
,dash,0.12,21.88,0.07
,dash,0.01,4.56,0.04
,dash,0.15,1.1,1.86
,dash,287.78,73.74,85.09
,dash,0.02,12.59,0.09
,dash,48.67,44.68,40.35
,dash,1.26,17.79,0.22
,dash,10.61,53.77,9.12
,dash,0.12,11.25,0.15
,dash,3.03,21.45,182.6
,dash,2.11,54.23,0.03
,dash,0.15,12.12,0.1
,dash,65.01,134.91,38.25
,dash,0.55,14.26,0.19
,dash,0.05,11.45,0.02
,dash,1.1,9.73,0.26
,dash,66.49,63.92,28.47
,dash,0.61,11.66,0.17
,dash,0.06,2.37,0
,dash,13.05,70.28,17.24
,dash,70.69,164.03,70.38
,dash,0,4.46,0
,dash,0.05,20.01,0.13
,dash,0.03,0.22,0.34
,dash,26.69,18.64,34.75
,dash,0.05,9.9,0.09
,dash,0.53,23.58,0.24
,dash,2.69,25.53,1.3
,dash,135.24,160.67,75.9
,dash,0.5,20.54,0.11
,dash,56.23,184.04,62.54
,dash,24.78,169.9,6.24
,dash,0.02,0.77,0
,dash,10.09,61.27,30.93
,dash,14.76,47.42,96.49
,dash,0.25,13.74,0.09
,dash,8.87,43.96,33.17
,dash,0.1,19.63,0.08
,dash,15.16,168.81,1.59
,dash,286.76,22.38,106.3
,dash,29.66,296.55,22.83
,dash,0.59,6.78,0.17
,dash,0.3,21.41,0.08
,dash,0.33,9.72,0.03
,dash,0.22,3.51,0.02
,dash,15.94,135.69,28.34
,dash,77.95,361.1,76.6
,dash,0,0.06,0
,dash,125.27,131.24,75.08
,dash,97.31,11.02,370.83
,dash,0.03,1.16,0
,dash,11.78,169.06,24.22
,dash,0.06,21.87,0.2
,dash,0.11,6.14,0.06
,dash,13.87,50.79,0.51
,dash,139.74,34.63,186.92
,dash,5.43,14.46,45.56
,dash,10.43,22.9,2.79
,dash,91.1,361.99,51.75
,dash,22.63,43.87,9.36
,dash,1.21,10.95,0.06
,dash,0.08,19.03,0.17
,dash,148.38,57.14,79
,dash,153.25,280.77,1860.2
,dash,1.5,16.84,0.03
,dash,23.22,1.08,19.76
,dash,10.34,166.68,26
,dash,0.12,40.11,0.33
,dash,0.21,3.33,0.06
,dash,0.11,15.44,0.13
,dash,0.96,16.01,1.32
,dash,0.34,29.59,0.15
,dash,0.01,0.43,0
,dash,0.99,61.56,6.23
,dash,0.38,22.03,0.11
,dash,0.89,1.87,44.98
,dash,165.77,492.02,480.58
,dash,41.32,246.54,282.63
,dash,0.01,0.39,0
,dash,1.07,12.35,0.26
,dash,0.03,3.85,0.02
,dash,22.8,48.47,19.7
,dash,277.77,185.65,48.77
,dash,52.16,163.36,53.35
,dash,8.37,34.76,18.01
,dash,55.03,439.96,52.51
,dash,1.31,23.07,0.21
,dash,0.13,7.39,0
,dash,70.99,61.58,22.27
,dash,6.02,16.17,14.13
,dash,89.86,5.98,34.81
,dash,0.33,218.13,0.16
,dash,1.72,23.93,4.19
,dash,98.02,3.33,72.21
,dash,34.91,205.9,96.26
,dash,68.16,232.38,46.14
,dash,14.68,223.12,61.31
,dash,9.06,115.8,33.32
,dash,58.63,302.3,104.44
,dash,35.31,145.17,60.43
,dash,6.78,139.45,2.46
,dash,186.54,751.87,133.44
,dash,0.2,23.49,0.03
,dash,0.07,20.97,0.09
,dash,63.54,115.83,103.45
,dash,9,73.4,21.63
,dash,151.62,239.33,238.3
,dash,10.03,289.77,2.69
,dash,0.16,27.62,0.22
,dash,0.2,11.97,0.15
,dash,2.44,53.64,14.15
,dash,0.16,10.71,0.12
,dash,34.33,5.62,114.35
,dash,0.09,7.86,0.08
,dash,33.91,71.29,28.06
,dash,0.03,10.16,0.09
,dash,0.51,125.75,0.08
,dash,1.47,30.72,0.98
,dash,76.33,208.33,86.88
,dash,4.18,18.97,118.42
,dash,0.12,2.73,0.07
,dash,14.88,128.37,58.96
,dash,121.62,68.3,200.02
,dash,0.44,28.44,0.13
,dash,0.02,0.77,0
,dash,1.15,29.18,109.03
,dash,66.49,6.44,94.97
,dash,32.71,273.54,74.46
,dash,77.6,110.33,539.65
,dash,0.11,19.01,0.11
,dash,94.87,128.8,271.76
,dash,2.11,65.66,184.19
,dash,119.55,29.61,79.74
,dash,4.37,172.29,1.91
,dash,1.71,17.71,4.95
,dash,0.85,51.98,0.16
,dash,204.63,110.44,235.8
,dash,0.27,6.33,0.13
,dash,73.13,183.21,155.98
,dash,9.07,34.05,7.9
,dash,54.72,167.63,145.07
,dash,0.24,3.66,0.04
,dash,1.5,27.77,6.77
,dash,0.04,7.98,0.06
,dash,25.57,407.29,44.01
,dash,66.49,63.92,28.47
,dash,16.66,4.35,28.34
,dash,12.37,212.76,46.58
,dash,0.63,19.31,0.23
,dash,14.49,148.93,64.02
,dash,24.1,79.63,7.4
,dash,1.98,59.79,0.17
,dash,246.33,20.33,41.76
,dash,24.34,155.96,40.16
,dash,55.18,133.72,74.68
,dash,2.6,99.34,72.74
,dash,0.03,9.6,0.01
,dash,0.51,13.62,0.17
,dash,1.24,33.92,18.73
,dash,30.83,246.37,44.16
,dash,0.24,13,0.07
,dash,2.25,23.82,0.44
,dash,150.43,219.51,51.6
,dash,70.88,48.99,44.47
,dash,12.83,6.31,115.22
,dash,3.55,24.14,1.22
,dash,20.25,380.96,60.85
,dash,9.55,140.8,65.44
,dash,142.59,58.69,299.67
,dash,0.12,12.36,0.02
,dash,0.39,68.49,0.26
,dash,0.23,6.24,0.05
,dash,24.7,75.98,60.12
,dash,277.57,200.76,152.65
,dash,0.37,29.1,0.09
,dash,78.91,255.43,140.81
,dash,43.62,36.3,32.35
,dash,66.49,6.44,94.97
,dash,128.05,3.77,28.7
,dash,278.3,196.48,308.54
,dash,0.05,9.9,0.09
,dash,0.18,6.59,0.14
,dash,15.83,20.59,77.1
,dash,161.83,242.99,106.94
,dash,95.87,209.19,135.19
,dash,12.2,77.48,0.01
,dash,111.8,686.83,435.71
,dash,116.64,210.6,190.5
,dash,13.1,24.59,32.71
,dash,0.09,1.82,0.02
,dash,89.49,310.5,73.18
,dash,284.2,357.58,170.08
,dash,0.11,12,0.11
,dash,0.46,19.59,1.79
,dash,0.23,16.04,0.01
,dash,76.49,84.83,274.91
,dash,0.02,2.86,0.02
,dash,11.54,161.96,59.71
,dash,95.89,27.69,31.84
,dash,0.19,11.13,0.04
,dash,56.71,299.68,69.76
,dash,27.34,38.86,21.63
,dash,44,326.99,49.53
,dash,0.13,32.69,0.15
,dash,0.05,20.11,0.15
,dash,24.2,33.28,15.96
,dash,1.33,57.28,0.51
,dash,15.63,64.48,5.44
,dash,31.15,430.47,134.83
,dash,69.02,95.75,58.41
,dash,0.17,45.13,0.17
,dash,246.41,13.9,55.01
,dash,3.86,20.82,0.67
,dash,7.29,47.48,14.41
,dash,0.26,12.87,0.12
,dash,6.54,27.63,9.58
,dash,108.97,0.86,48.36
,dash,66.49,6.44,94.97
,dash,0.55,17.19,0.17
,dash,0.53,17.02,11.72
,dash,44.37,110.53,64.95
,dash,2.77,140.8,0.74
,dash,0.12,7.71,0.1
,dash,0.32,16.32,0.08
,dash,206.36,76.37,38.81
,dash,32.85,132.06,45.75
,dash,10.81,56.54,3.63
,dash,10.22,43.35,5.28
,dash,3,17.62,0.07
,dash,246.71,16.47,55.44
,dash,26.43,77.92,209.71
,dash,240.63,181.67,134.31
,dash,3,18.13,0.06
,dash,0.98,25.76,0.29
,dash,0.48,18.37,0.21
,dash,204.24,339.24,617.63
,dash,8.25,13.59,7.87
,dash,1.46,40.52,0.37
,dash,34.49,205.58,30.03
,dash,90.81,12.42,229.51
,dash,0.68,1.98,14.59
,dash,0.69,4.5,0.22
,dash,52.16,163.36,53.35
,dash,0.23,22.03,0.18
,dash,76.67,195.98,76.25
,dash,2.86,20.04,4.11
,dash,88.25,29.18,97.16
,dash,1.34,33.32,0.22
,dash,13.7,46.89,12.95
,dash,0.14,3.16,0.02
,dash,28.98,93.73,10.66
,dash,103.2,8.17,21.79
,dash,18.7,8.48,23.38
,dash,38.07,117.44,13.4
,dash,6.17,20.92,4.17
,dash,180.08,220.14,166.89
,dash,98.55,134.91,37.38
,dash,0.92,16.29,1.24
,dash,138.91,86.9,83.5
,dash,38.24,293.61,29.81
,dash,0.34,17.03,0.09
,dash,0.34,11.73,0.12
,dash,0.09,14,0.04
,dash,91.7,481.48,182.6
,dash,0.07,14.77,0.09
,dash,95.87,106.94,184.28
,dash,80.66,199.24,697.65
,dash,72.47,293.63,202.57
,dash,4.24,15.49,0.59
,dash,33.27,276.96,74.64
,dash,0.7,4.17,178.24
,dash,0.12,18.16,0.01
,dash,0.04,3.03,0.03
,dash,47.6,34.91,18.33
,dash,0.79,9.05,0.22
,dash,12.56,30.23,20.62
,dash,24.82,163.56,66.47
,dash,5.7,12.43,79.33
,dash,37.1,179.31,79.93
,dash,136.57,670.24,279.41
,dash,10.45,97.09,51.51
,dash,20.94,65.36,19.01
,dash,362.96,580.46,428.77
,dash,49.39,374.13,20.78
