id,diet_type,protein,carbs,fat
,vegan,11.52,57.04,57.09
,vegan,111.57,303.83,116.4
,vegan,34.83,216.01,134.76
,vegan,73.76,361.63,159.57
,vegan,89.51,311.47,14.88
,vegan,51.92,198.04,128.18
,vegan,67.07,233.11,68.11
,vegan,61.08,278.25,160.2
,vegan,34.07,155.84,189.14
,vegan,117.41,384.6,19.06
,vegan,15.15,165.73,147.34
,vegan,76.22,303.4,23.42
,vegan,57.59,242.68,57.44
,vegan,57.49,93.94,130.53
,vegan,42.63,188.44,28.24
,vegan,13.52,81.22,72.01
,vegan,151.41,566.8,118.61
,vegan,161.96,480.09,71.68
,vegan,46.72,547.43,158.32
,vegan,61.47,175.5,31.64
,vegan,81.4,351.98,63
,vegan,47.3,150.7,40.81
,vegan,76.56,248.92,115.38
,vegan,99.72,335.36,145.56
,vegan,56.91,237.33,42.09
,vegan,50.51,311.9,83.16
,vegan,19.72,132.77,52.76
,vegan,35.24,95.9,42.98
,vegan,36.63,126.8,114.44
,vegan,188.05,220.59,262.31
,vegan,26.99,130.18,67.17
,vegan,41.49,111.46,148.41
,vegan,105.2,380.79,31.22
,vegan,69.87,99.93,149.91
,vegan,90.34,307.15,220.77
,vegan,88.96,74.56,105.46
,vegan,75.94,358.72,75.25
,vegan,126.44,521.3,33.18
,vegan,62.91,1228.6,366.25
,vegan,35,62.3,18.06
,vegan,63.82,237.21,44.88
,vegan,8.36,137.62,28.48
,vegan,64.06,178.01,50.35
,vegan,54.74,49.59,93.59
,vegan,19.88,71.62,42.65
,vegan,52.89,93.69,116.43
,vegan,34.63,104,98.87
,vegan,85.6,123.67,87.8
,vegan,53.11,279.09,7.67
,vegan,20.99,344.46,67.13
,vegan,50.89,224.38,53.68
,vegan,5.6,46.5,18.34
,vegan,27.75,136.96,57.17
,vegan,71.48,744.37,79.76
,vegan,111.5,337.99,105.43
,vegan,175.8,371.72,229.85
,vegan,74.66,303.36,108.39
,vegan,14.06,79.82,45.68
,vegan,38.66,291.21,15.16
,vegan,41.35,123.69,102.21
,vegan,82.6,88.55,33.27
,vegan,39.57,203.13,154.75
,vegan,22.9,185.2,24.96
,vegan,45.83,157.32,64.12
,vegan,27.57,188.51,59.1
,vegan,12.18,86.8,1.45
,vegan,128.8,494.56,102.46
,vegan,38.4,221.84,93.74
,vegan,44.86,102.6,59.6
,vegan,45.56,237.57,135.07
,vegan,6.67,61.95,16.73
,vegan,173.09,219.9,75.42
,vegan,124.14,587.22,98.82
,vegan,136.2,62.09,373.84
,vegan,63.6,221.25,29.06
,vegan,64.73,230.05,74.06
,vegan,88.99,201.36,131.58
,vegan,166.91,108.07,215.9
,vegan,127.79,432.09,139.84
,vegan,5.17,24.8,162.85
,vegan,102.05,538.95,113.14
,vegan,82.5,226.38,156.54
,vegan,80.34,179.92,82.62
,vegan,26.28,185.69,40.05
,vegan,106.42,116.25,173.88
,vegan,76.47,416.03,85.99
,vegan,55.26,424.43,86.48
,vegan,136.76,434.28,68.66
,vegan,236.43,225.35,203.05
,vegan,7.39,242.33,2.83
,vegan,27.38,237.56,30.22
,vegan,95.79,135.95,117.94
,vegan,36.43,179.27,77.9
,vegan,47.57,291.86,27.71
,vegan,39.8,229.88,151.44
,vegan,89.53,150.15,20.36
,vegan,64.97,448.84,180.1
,vegan,187.25,102.14,200.92
,vegan,57.94,161.09,108.55
,vegan,19.46,343.44,141.52
,vegan,85.66,170.49,285.1
,vegan,118.52,330.85,107.74
,vegan,78.08,362.33,365.09
,vegan,219.17,398.38,298.2
,vegan,39.75,149.57,124.56
,vegan,122.26,381.65,275.06
,vegan,6.55,59.48,27.17
,vegan,6.93,227.99,35.67
,vegan,77.84,299.39,211.54
,vegan,34.66,41.97,24.09
,vegan,26.6,57.13,55.22
,vegan,26.2,237.91,108.67
,vegan,8.48,114.52,95.53
,vegan,72.6,279.01,87.99
,vegan,9.04,118.65,35.72
,vegan,76.78,159.24,103.72
,vegan,63.31,346.83,174.07
,vegan,170.62,530.82,117.23
,vegan,10.9,28.5,38.95
,vegan,12.5,61.52,6.74
,vegan,48.86,255.15,102.43
,vegan,80.01,561.1,457.19
,vegan,4.9,13.07,93.73
,vegan,144.9,405.77,142.12
,vegan,24.67,231.46,65.08
,vegan,315.1,112.22,86.61
,vegan,15.39,115.03,88.13
,vegan,19.81,275.17,73.25
,vegan,47.9,97.41,28.47
,vegan,117.38,147.3,248.45
,vegan,4.63,54.29,77.54
,vegan,42.68,350.4,179.88
,vegan,25.87,26.58,72.29
,vegan,5.53,38.17,30.82
,vegan,34.86,156.24,112.15
,vegan,3.6,162.64,33.81
,vegan,10,5.68,114.04
,vegan,12.81,146.64,56.35
,vegan,18.16,39.22,64.8
,vegan,53.69,369.5,218.47
,vegan,87.4,1168.14,445.86
,vegan,21.44,93.99,63.25
,vegan,12.61,24.05,60.55
,vegan,17.4,89.84,80.29
,vegan,36.05,57.08,38.48
,vegan,10.34,20.64,38.41
,vegan,37.17,459.92,196.03
,vegan,86,180.46,97.22
,vegan,48.03,106.56,47.69
,vegan,40.01,27.86,97.86
,vegan,9.43,152.64,150.35
,vegan,38.26,12.77,49.9
,vegan,114.38,356.37,130.93
,vegan,16.69,137.19,298.32
,vegan,5.27,17.74,43.43
,vegan,1.32,11.41,1.27
,vegan,32.25,64.16,22.55
,vegan,5.78,30.64,40.05
,vegan,40.87,187.62,41.62
,vegan,16.14,360.76,60.46
,vegan,28.43,199.03,78.89
,vegan,7.3,246.7,84.86
,vegan,73.88,138.47,106.78
,vegan,37.19,110.15,134.27
,vegan,39.45,316.43,215.21
,vegan,85.06,73.15,89.7
,vegan,14.54,544.16,129.8
,vegan,23.17,144.98,35.42
,vegan,83.08,340.35,162.71
,vegan,36.43,187.43,149.5
,vegan,70,50.08,167.2
,vegan,18.09,31.38,9.93
,vegan,2.71,39.3,13.89
,vegan,47.1,482.04,216.53
,vegan,81.6,408.57,249.34
,vegan,55.15,401.71,518.46
,vegan,26.35,71.65,38.96
,vegan,75.39,241.05,53.46
,vegan,43.26,200.51,30.65
,vegan,21.41,32.94,51.84
,vegan,3.98,41.13,28.01
,vegan,46.21,92.01,60.29
,vegan,53.89,268.55,54.49
,vegan,0.73,1.97,109.17
,vegan,80.49,533.39,49
,vegan,3.69,7.89,174.62
,vegan,23.15,531,68.82
,vegan,16.08,37.24,86.97
,vegan,12.89,49.08,58.2
,vegan,315.67,284.3,149.4
,vegan,27.1,176.27,136.12
,vegan,2.48,155.82,22.73
,vegan,27.46,269.14,100.24
,vegan,39.69,294.28,191.92
,vegan,81.37,88.44,166.22
,vegan,2.48,155.82,22.73
,vegan,30.26,177.35,66.65
,vegan,56.28,65.62,90.77
,vegan,34.4,551.66,193.42
,vegan,28.65,364.77,168.68
,vegan,44.84,59.62,60.33
,vegan,60.29,469.33,108.76
,vegan,2.48,155.82,22.73
,vegan,27.46,269.14,100.24
,vegan,39.69,294.28,191.92
,vegan,81.37,88.44,166.22
,vegan,2.48,155.82,22.73
,vegan,30.26,177.35,66.65
,vegan,56.28,65.62,90.77
,vegan,34.4,551.66,193.42
,vegan,28.65,364.77,168.68
,vegan,44.84,59.62,60.33
,vegan,60.29,469.33,108.76
,keto,49.19,79.78,264.4
,keto,92.86,16.19,86.51
,keto,27.49,23.58,177.43
,keto,130,507.48,362.36
,keto,21.23,34.78,27.74
,keto,183.07,66.95,330.43
,keto,20.23,126.01,153.36
,keto,21.42,4.95,29.16
,keto,118.4,41.7,171.12
,keto,74.1,68.95,411.47
,keto,57.79,39.1,86.53
,keto,21.07,60.61,42.28
,keto,17.98,12.66,19.42
,keto,214.84,17.29,140.76
,keto,145.06,455.76,576.59
,keto,32.41,17.25,24.49
,keto,264.06,32.98,358.49
,keto,104.16,50.23,172.2
,keto,115.3,11.02,160.48
,keto,175.33,76.24,384.92
,keto,166.99,30.53,217.99
,keto,125.59,78.78,147.26
,keto,205.38,54.38,343.99
,keto,184.02,64.82,222.02
,keto,75.52,29.82,106.27
,keto,22.41,113.66,110
,keto,35.01,42.21,137.85
,keto,89.52,26.35,153.53
,keto,133.15,30.15,278.75
,keto,91.17,88.91,176.7
,keto,50.71,24.36,81.73
,keto,152.34,12.96,142.33
,keto,27.49,12.15,39.9
,keto,163.23,67.97,218.55
,keto,137.32,27.53,192.25
,keto,231.53,51.85,78.22
,keto,145.97,45.22,218.91
,keto,238.42,116.44,365.53
,keto,121.69,76.34,105.89
,keto,143.91,63.05,224.7
,keto,94.75,12.94,142.06
,keto,107.18,4.77,116.69
,keto,35.92,44.49,64.82
,keto,132.9,13.32,79.22
,keto,244.44,56.91,286.48
,keto,275.81,42.37,348.36
,keto,93.56,114.96,479.12
,keto,117.11,83.6,119.8
,keto,68.77,52.09,150.23
,keto,234.84,39.35,330.09
,keto,280.65,50.7,450.6
,keto,126.35,51.37,283.52
,keto,153.1,74.7,177.63
,keto,319.46,31.24,294.22
,keto,69.74,426.21,264.2
,keto,137.31,96.81,149.41
,keto,134.96,326.88,162.47
,keto,37.15,92.23,182.83
,keto,8.33,42.04,1.01
,keto,41.52,121.43,114.45
,keto,90.44,45.17,347.03
,keto,14.04,2.67,29.15
,keto,10.45,258.87,148.46
,keto,31.3,84.19,177.1
,keto,16.65,62.95,111.16
,keto,18.26,7.44,61.26
,keto,34.76,54.1,62.81
,keto,47.21,7.99,89.28
,keto,150.29,471.7,382.7
,keto,52.64,22.77,84.28
,keto,41.17,103.31,317.19
,keto,1.8,17.86,24.88
,keto,413.71,62.77,380.04
,keto,39.16,37.06,57.48
,keto,54.18,23.45,24.95
,keto,23.02,51.98,59.55
,keto,42.08,384.28,102.22
,keto,13.07,14.86,21.18
,keto,9.02,51.03,48.16
,keto,80.04,69.54,216.85
,keto,66.88,54.19,99.83
,keto,118.99,49.71,352.89
,keto,101.05,132.42,112.01
,keto,93.25,17.35,37.13
,keto,48.19,119.65,234.69
,keto,229.51,354.47,245.24
,keto,208.71,39.45,232.99
,keto,120.99,22.48,258.43
,keto,168.36,218.61,79.87
,keto,33.52,26.78,42.5
,keto,260.71,74.84,46.11
,keto,60.86,237.65,154.36
,keto,14.57,31.47,78.15
,keto,180.96,46.92,145.47
,keto,112.86,365.36,96.42
,keto,15.06,43.85,71.71
,keto,218.7,94.24,140.6
,keto,85.75,31.59,170.38
,keto,256.2,79.15,384.89
,keto,115.64,9.41,95.36
,keto,14.01,39.76,35.37
,keto,76.19,8.31,153.07
,keto,26.69,36.97,142.62
,keto,21.98,189.39,186.6
,keto,27.85,88.59,53.01
,keto,262.88,767.83,35.73
,keto,117.2,9.28,73.87
,keto,1.87,11.05,0.44
,keto,34.09,75.25,73.94
,keto,67.62,30,143.76
,keto,49.4,14.58,88.64
,keto,146.41,34.31,207.44
,keto,116.54,100.72,190.88
,keto,28.1,24.98,20.21
,keto,25.2,31.84,205.74
,keto,121.6,142.87,563.86
,keto,91.26,49.34,162.22
,keto,73.91,74.89,139.84
,keto,4.39,21.65,54.75
,keto,33.86,39.85,65.7
,keto,67.66,212.8,40.87
,keto,26.5,17.99,121.35
,keto,54.66,39.12,80.76
,keto,13.07,31.71,15.51
,keto,18.5,33.1,170.41
,keto,215.67,55.1,246.82
,keto,152.26,15.98,131.28
,keto,10.49,19.64,6.35
,keto,51.46,29.37,68.14
,keto,1.72,7.79,162.12
,keto,226.36,100.88,353.17
,keto,155.73,45.43,34.82
,keto,220.66,106.85,330.59
,keto,33.53,25.78,75.41
,keto,31.03,15.4,33.51
,keto,12.28,8.66,10.59
,keto,34.05,25.78,127.4
,keto,145.21,116.99,297.39
,keto,155.16,73.22,110.52
,keto,221.88,120.27,56.6
,keto,162.14,921.24,86.36
,keto,53.48,39.05,87.62
,keto,97.96,95.68,150.46
,keto,65.09,22.34,207.96
,keto,111.83,49.08,180.49
,keto,18.22,50.69,80.62
,keto,90.75,0.94,87.86
,keto,148.81,15.9,58.97
,keto,170.08,34.75,109.11
,keto,24.18,19.04,141.86
,keto,7.82,1.24,224.41
,keto,135,67.2,173.37
,keto,8.06,7.16,45.79
,keto,192.56,71.15,257.12
,keto,168.47,49.71,211.85
,keto,95.83,26.91,120.55
,keto,320.69,157.71,399.98
,keto,33.09,13.35,54.99
,keto,59.59,23.29,1.15
,keto,162.23,43.18,273.12
,keto,136.76,50.43,89.11
,keto,65.77,36.13,180.24
,keto,18.35,20.2,190.42
,keto,34.45,38.45,18.68
,keto,3.18,23.75,94.74
,keto,3.48,11.42,141.73
,keto,159.34,26.84,65.4
,keto,4.88,18.88,88.06
,keto,0.47,7.08,0.13
,keto,278.5,37.38,202.14
,keto,40.88,3.16,57.38
,keto,43.45,48.79,98.11
,keto,97.43,199.83,317.72
,keto,5.95,71.26,101.43
,keto,48.84,3.52,60.07
,keto,63.55,32.56,264.45
,keto,309.41,42.76,360.05
,keto,94.21,63.27,198.81
,keto,43.31,37.35,150.99
,keto,129.91,60.36,288.78
,keto,7.98,10.31,11.61
,keto,251.06,28.09,173.88
,keto,38,8.02,51.08
,keto,79.74,13.36,115.28
,keto,114.88,28.39,160.4
,keto,29.99,78.79,135.78
,keto,63.02,33.96,51.77
,keto,2.07,4.72,1.19
,keto,56.25,43.55,149.58
,keto,373.62,18.7,43.71
,keto,15.8,23.68,112.3
,keto,43.94,3.04,96.5
,keto,166.49,34.93,267.99
,keto,21.8,2.06,17.74
,keto,62.15,43.66,73.72
,keto,118.08,6.55,131.91
,keto,93.17,66.17,168.71
,keto,119.73,14.14,193.29
,keto,28.78,31.33,113.55
,keto,0.22,3.83,178
,keto,11.03,59.95,59.43
,keto,4.88,48.22,88.06
,keto,145.52,23.95,286.14
,keto,11.76,75.07,62.84
,keto,34.57,40.75,114.23
,keto,57.68,96.27,155.31
,keto,6.05,13.76,25.26
,keto,34.01,71.95,127.4
,keto,312.74,44.29,307.03
,keto,300.94,28.82,128.27
,keto,5.98,51.45,1.69
,keto,133.83,331.82,58.61
,keto,38.73,121.28,222.83
,keto,21.1,38.16,195.52
,keto,39.75,76.44,243.62
,keto,78.07,12.2,68.31
,keto,13.45,27.01,180.93
,keto,144.72,30.81,202.39
,keto,89.93,24.98,112.01
,keto,31.03,11.72,96.54
,keto,8.77,36.14,99.24
,keto,54.58,120.22,210.31
,keto,31.08,31.9,61.99
,keto,35.05,55.79,79.23
,keto,236.97,17.45,244.23
,keto,0.62,3.08,89.16
,keto,165.42,8.11,276.26
,keto,101.59,15.32,104.48
,keto,20.46,83.52,62.05
,keto,11.18,24.49,91.01
,keto,18.54,384.27,41.57
,keto,32.19,75.85,117.07
,keto,5.36,44.76,233
,keto,87.58,41.23,149.7
,keto,12.67,8.04,30.28
,keto,35.31,14.29,125.68
,keto,233.05,384.96,231.92
,keto,237.83,41.18,181.19
,keto,207.98,31.56,355.12
,keto,325.11,16.4,431.93
,keto,161.94,48.16,207.62
,keto,163.47,4.71,176.78
,keto,215.81,178.43,129.92
,keto,63.06,32.31,79.06
,keto,36.9,47.5,106.68
,keto,91.8,1.77,121.45
,keto,80.16,14.58,79.57
,keto,121.07,3.12,72.49
,keto,110.93,20.28,53.53
,keto,101.88,5.57,27.28
,keto,159.84,62.11,241.17
,keto,50.73,50.43,80.83
,keto,5.59,26.02,9.62
,keto,5.45,2.27,225.06
,keto,21.47,22.41,28.4
,keto,79.51,105.99,423.9
,keto,5.27,21.55,51.49
,keto,140,105.13,341.34
,keto,95.91,23.38,106.85
,keto,49.71,27.03,0.59
,keto,194.27,13.27,160.06
,keto,25.94,15.13,37.12
,keto,119.08,43.44,167.82
,keto,49.11,11.62,73.96
,keto,70.78,33.6,119.7
,keto,127.5,25.61,213.62
,keto,271.64,29.01,169.33
,keto,69.63,21.08,199.18
,keto,78.03,256.83,380.19
,keto,157.6,55.84,114.83
,keto,6.74,27.28,63.62
,keto,68.93,173.85,46
,keto,47.16,30.61,65.69
,keto,169.41,24.22,90.26
,keto,60.89,64.68,115.62
,keto,95.15,26.93,93.95
,keto,108.42,71.48,203.66
,keto,211.1,620.21,208.52
,keto,104.13,27.04,94.8
,keto,85.02,10.29,113.08
,keto,43.81,28.82,124.03
,keto,271.76,95.75,240.31
,keto,78.8,24.95,119.75
,keto,141.68,33.58,139.03
,keto,274.94,18.12,323.69
,keto,184.22,36.65,205.05
,keto,195.76,30.86,148.65
,keto,53.77,11.15,86.13
,keto,38.95,116.24,54.05
,keto,200.55,58.29,132.99
,keto,75.05,18.11,66.24
,keto,28.45,40.64,302.77
,keto,19.39,46.51,77.36
,keto,134.58,37.58,265.63
,keto,10.92,50.64,87.58
,keto,319.91,94.76,360.94
,keto,25.26,64.02,110.89
,keto,89.7,208.07,367.33
,keto,418.37,46.63,434.84
,keto,248.66,51.4,246.64
,keto,98.58,9.85,43.58
,keto,40.01,5.81,47.38
,keto,58.83,7.03,68.54
,keto,17.9,50.93,90.54
,keto,123.47,527.23,258.11
,keto,21.37,23.35,100.43
,keto,156.97,69.74,236.85
,keto,67.15,42.75,314.17
,keto,158.77,60.31,175.56
,keto,45.83,80.89,92.68
,keto,143.61,59.18,229.7
,keto,67.75,296.29,248.01
,keto,63.28,24.95,253.05
,keto,83.48,19.97,89.71
,keto,249.07,34.5,118.19
,keto,133.95,21.22,163.38
,keto,201.26,1.92,71.41
,keto,136.85,84.33,269.44
,keto,19.73,87.96,30.93
,keto,49.05,187.27,345.3
,keto,91.62,86.47,117.3
,keto,40.27,51.97,48.7
,keto,15.39,9.46,16.57
,keto,22.33,17.21,57.84
,keto,13.67,10.03,24.27
,keto,93.43,382.29,131.79
,keto,42.28,47.39,212.13
,keto,12.02,45.95,193.48
,keto,3.06,3.93,25.23
,keto,176.27,11.32,352.91
,keto,32.8,63.57,146.25
,keto,45.84,34.22,50.88
,keto,206.46,49.06,218.8
,keto,51.07,29.01,98.83
,keto,34.78,18.28,83
,keto,146.23,33.22,107.08
,keto,151.48,26.84,216.18
,keto,99.9,3.12,61.28
,keto,49.86,20.03,61.7
,keto,60.56,213.5,53.45
,keto,8.24,29.86,32.41
,keto,9.87,93.1,214.32
,keto,230.26,4.42,149.39
,keto,21.31,9.11,60.88
,keto,50.8,32.85,118.02
,keto,25.17,35.37,398.91
,keto,71.25,66.39,258.79
,keto,350.23,146.21,71.28
,keto,603.05,211.03,312.79
,keto,127.15,15.34,174.88
,keto,93.62,38.53,169.33
,keto,32.52,3.99,23.14
,keto,120.21,1.61,211.79
,keto,36.86,21.07,48.44
,keto,115.17,7.89,116.85
,keto,26.65,90.2,127.47
,keto,121.29,8.74,78.52
,keto,7.53,12.68,120.49
,keto,22.27,20.22,35.77
,keto,84.89,169.9,158.46
,keto,52.53,13.15,157.18
,keto,108.19,55.27,63.37
,keto,14.41,21.27,159.68
,keto,5.34,22.77,138.31
,keto,0.26,1.53,26.54
,keto,12.68,23.77,220.37
,keto,40.17,5.65,56.92
,keto,163.99,16.37,220.17
,keto,137.31,25.3,174.15
,keto,48.65,96.64,332.16
,keto,35.11,92.12,76.4
,keto,11.21,21.29,133.44
,keto,8.25,17.91,24.85
,keto,32.29,9.76,75.29
,keto,11.76,27.03,28.81
,keto,13.73,44.37,30.89
,keto,4.85,13.46,253.72
,keto,286.77,58.87,341.38
,keto,17.52,17.89,100.77
,keto,7.11,18.59,98.01
,keto,17.41,45.35,166.73
,keto,62.81,84.39,64.27
,keto,21.78,3.68,52.63
,keto,31.21,73.78,112.43
,keto,22.27,30.04,55.67
,keto,177.36,13.04,336.54
,keto,34.24,7.21,47.55
,keto,8.81,6.11,5.21
,keto,34.63,60.92,184.27
,keto,14.96,15.11,23.24
,keto,160.71,64.62,240.86
,keto,183.68,114.11,166.31
,keto,7.55,17,139.56
,keto,57.18,39.42,113.75
,keto,136.12,26.1,214.11
,keto,131.09,14.73,107.32
,keto,113.6,18.01,170.84
,keto,92.48,32.8,148.68
,keto,77.72,59.31,169.34
,keto,23.3,37.68,44.5
,keto,64.92,1.03,105.03
,keto,28.94,36.86,157.86
,keto,158.56,49.97,277.41
,keto,53.57,28.28,94.38
,keto,101.01,4.97,174.56
,keto,19.56,49.45,17.55
,keto,56.61,8.61,63.76
,keto,19.05,52.65,34.11
,keto,61.45,8.99,83.91
,keto,9.6,13.79,74.63
,keto,50.09,44.97,99.54
,keto,139.96,33.93,128.84
,keto,47.64,22.76,109.96
,keto,63.28,189.3,176.56
,keto,92.9,10.08,39.16
,keto,91.37,253.9,138.47
,keto,94.02,65.15,195.65
,keto,263.01,36.24,163.05
,keto,23.49,22.81,115.99
,keto,12.9,55.5,74.01
,keto,34.13,79.9,72.89
,keto,247.63,28.25,71.03
,keto,264.33,52.56,469.1
,keto,24.77,61.79,99.51
,keto,15.98,14.88,13.42
,keto,12.21,52.95,129.45
,keto,187.41,497.15,156.57
,keto,9.16,77.88,82.86
,keto,52.14,68.4,138.8
,keto,156.46,46.93,205.16
,keto,91.8,1.77,121.45
,keto,213.19,14.68,172.91
,keto,15.09,32.01,44.72
,keto,71.25,3.28,58.38
,keto,144.68,15.62,206.49
,keto,12.52,13.59,129.29
,keto,1.51,5.32,14.23
,keto,93.66,25.74,125.36
,keto,176.23,91.02,205.88
,keto,18.72,36.85,33.67
,keto,82.63,342.01,105.41
,keto,230.67,109.89,111.04
,keto,32.9,26.88,103.77
,keto,32.99,20.05,52.57
,keto,77.73,14.88,74.3
,keto,168.99,32.34,270.93
,keto,59.28,7.53,26.75
,keto,95.72,68.1,207.92
,keto,11.89,205.13,175.95
,keto,11.95,24.17,125.38
,keto,217.87,39.37,244.39
,keto,103.22,8.42,89.1
,keto,31.11,39.02,53.09
,keto,47.43,331.85,192.87
,keto,128.65,15.66,174.49
,keto,220.56,91.59,238.69
,keto,514.29,47.58,134.68
,keto,90.93,19.05,150.76
,keto,285.4,7.74,198.71
,keto,20.24,34.03,146.91
,keto,18.09,98.65,118.1
,keto,99.69,17.75,138.94
,keto,38.23,84.39,130.34
,keto,74.96,50.23,158.17
,keto,96.15,13.16,62.85
,keto,16.43,9.6,46.18
,keto,105.88,100.07,158.19
,keto,24.91,8.19,180.78
,keto,4.23,16.7,19.84
,keto,12.08,23.42,59.09
,keto,38.48,33.93,54.81
,keto,51.38,19.65,83.01
,keto,8.45,10.49,138.45
,keto,37.69,95.54,92.09
,keto,46.87,10.31,144.09
,keto,22.27,103.4,169.47
,keto,7.58,16.28,56.01
,keto,66.98,42.21,181.33
,keto,28.95,57.48,107.78
,keto,37.82,21.6,76.83
,keto,9.81,23.49,110.44
,keto,151.71,42.19,151.02
,keto,33.93,22.29,108.8
,keto,373.37,34.63,185.77
,keto,107,18.99,62.94
,keto,101.73,17.72,107.67
,keto,127.89,45.96,193.52
,keto,177.5,47,196.68
,keto,157.36,6.05,227.96
,keto,45.67,66.83,110.63
,keto,149.48,99.44,213.19
,keto,69.72,31.61,36.04
,keto,49.88,9.38,29.89
,keto,25.56,34.74,58.12
,keto,128.3,12.66,182.48
,keto,44.04,118.92,184.6
,keto,172.49,60.51,188.29
,keto,4.89,17.01,182.03
,keto,15.96,56.49,56.98
,keto,83.78,44.26,232.15
,keto,72.25,19.07,109.24
,keto,44.02,51.68,53.63
,keto,28.24,2.5,21.47
,keto,37.25,24.91,98.63
,keto,34.93,19.26,75.51
,keto,99.96,9.57,70.32
,keto,134.97,41.97,77.18
,keto,185.08,40.1,277.66
,keto,51.11,60.83,91.88
,keto,30.6,66.58,8.2
,keto,248.62,135.04,278.71
,keto,31.19,25.1,117.96
,keto,162.89,8.05,48.77
,keto,24.92,8.75,180.77
,keto,26.1,294.79,129.39
,keto,163.04,58.41,164.26
,keto,80.58,37.67,111.44
,keto,47.46,65.9,326.97
,keto,260.75,74.86,47.21
,keto,155.64,87.18,172.22
,keto,28.65,19.08,182.75
,keto,45.08,42.88,126.73
,keto,7.47,68.74,24.82
,keto,152.56,28.64,248.55
,keto,136.11,180.33,71.42
,keto,168.99,80.18,199.3
,keto,27.59,50.91,100.41
,keto,120.78,163.57,298.48
,keto,128.84,27.69,112.92
,keto,19.67,44.02,167.91
,keto,41.66,6.18,35.3
,keto,23.48,45.71,95.98
,keto,50.28,59.84,137.96
,keto,92.87,25.36,124.34
,keto,52.16,31.35,45.33
,keto,47.58,5.3,46.8
,keto,240.9,60.16,139.88
,keto,125.38,38.78,235.01
,keto,73.43,81.16,263.72
,keto,246.2,29.8,147.47
,keto,21.21,31.95,78.66
,keto,167.9,26.46,110.15
,keto,292.73,22.82,87.72
,keto,128.91,27.8,197.3
,keto,21.13,38.71,67.86
,keto,69.2,44.59,135.46
,keto,64.46,26.34,70.05
,keto,65.05,342.67,341.77
,keto,238.4,34.46,244.29
,keto,116.08,94.11,511.43
,keto,128.57,30.32,213.79
,keto,12.05,22.51,29.46
,keto,48.03,84.45,295.72
,keto,188.06,31.45,401.07
,keto,37.36,91.84,228.56
,keto,19.69,58.39,53.84
,keto,24.57,20.64,69.23
,keto,98.45,55.02,234.93
,keto,54.3,63.97,69.31
,keto,23.49,45.45,185.07
,keto,43.64,48.26,95.41
,keto,237.8,67.71,323.06
,keto,198.8,58.6,272
,keto,23.96,80.46,199.52
,keto,17.2,16.5,72.99
,keto,158.34,16.49,200.84
,keto,190.75,223.91,406.66
,keto,34.09,20.33,65.63
,keto,55.07,24.19,67.89
,keto,100.2,35.88,278.97
,keto,6.18,12.64,17.23
,keto,189.85,133.93,465.14
,keto,25.67,55.41,42.74
,keto,73.42,138.29,206.61
,keto,65.32,18.74,93.62
,keto,89.35,97.24,225.45
,keto,101.33,79.12,93.85
,keto,186.9,51.98,64.46
,keto,48.34,145.03,150.77
,keto,194.19,53.91,244.83
,keto,159.45,35.97,273.25
,keto,12.55,24.44,39.27
,keto,47.93,14.09,203.9
,keto,238.79,4.96,188.08
,keto,196.91,209.26,249.58
,keto,135.85,53.67,181.35
,keto,108.3,101.44,381.15
,keto,336.02,109.23,629.04
,keto,308.21,32.78,328.73
,keto,174.05,130.65,226.62
,keto,25.33,45.96,255.26
,keto,143.36,37.65,172.61
,keto,29.54,10.62,19.55
,keto,185.37,55.26,224.12
,keto,3.09,7.01,202.54
,keto,65.2,23.02,108.07
,keto,112.53,258.9,128.67
,keto,243.63,41,432.48
,keto,284.21,119.23,401.06
,keto,162.11,44.11,79.41
,keto,29.56,52.43,291.93
,keto,16.51,35.55,177.99
,keto,52.13,167.75,322.48
,keto,101.35,9.13,73.23
,keto,167.51,78.39,150.47
,keto,99.02,38.73,21.15
,keto,154.43,60.76,219.59
,keto,15.78,49.78,98.32
,keto,165.21,72.4,275.59
,keto,0.25,36.46,0.06
,keto,5.11,2.04,14.36
,keto,29.07,23.2,33.98
,keto,342.16,63.19,560.81
,keto,33.05,84.74,115.99
,keto,159.45,18.8,249.64
,keto,102.67,29.96,81.16
,keto,6.06,24.7,109.39
,keto,291.41,18.1,326.85
,keto,268.91,35.22,314.52
,keto,28.67,10.15,49.72
,keto,49.55,7.42,42.87
,keto,37.23,43.07,310.17
,keto,5.72,10.5,41.42
,keto,56.2,7.18,60.85
,keto,145.33,34.3,206.91
,keto,199.3,53.04,179.69
,keto,29.75,46.64,113.48
,keto,26.61,124.82,115.33
,keto,4.86,24.12,77.37
,keto,211.39,16.03,181.52
,keto,101.36,22.52,112.77
,keto,74.47,91.38,104.66
,keto,351.06,56.31,598.18
,keto,79.81,33.57,157.25
,keto,68.94,22.73,85.55
,keto,187.02,31.84,254.44
,keto,35.33,16.34,142.17
,keto,25.21,49.16,125.24
,keto,230.26,4.42,149.39
,keto,64.54,53.42,145.33
,keto,25.13,13.4,176.96
,keto,22.07,74.13,169.99
,keto,67.87,64.91,170.29
,keto,20.47,38.07,174
,keto,4.9,9.47,88.06
,keto,104.37,15.8,189.76
,keto,131.61,76.43,253.19
,keto,11.33,34.71,176.13
,keto,34.9,46.14,19.99
,keto,180.51,300.53,90.16
